job uses node node463
LAMMPS (5 Nov 2016)
Running on 1 partitions of processors
pair lj/cut/coul/debye evdwl 48 14 -0.001356
pair lj/cut/coul/debye ecoul 48 14 0.000000
pair lj/cut/coul/debye evdwl 48 15 -0.001756
pair lj/cut/coul/debye ecoul 48 15 -0.000000
pair lj/cut/coul/debye evdwl 48 17 -0.005964
pair lj/cut/coul/debye ecoul 48 17 -0.000000
pair lj/cut/coul/debye evdwl 48 18 -0.001939
pair lj/cut/coul/debye ecoul 48 18 0.000000
pair lj/cut/coul/debye evdwl 48 21 0.000000
pair lj/cut/coul/debye ecoul 48 21 0.000000
pair lj/cut/coul/debye evdwl 48 63 0.000000
pair lj/cut/coul/debye ecoul 48 63 0.000000
pair lj/cut/coul/debye evdwl 48 64 0.000000
pair lj/cut/coul/debye ecoul 48 64 0.000000
pair lj/cut/coul/debye evdwl 48 67 0.000000
pair lj/cut/coul/debye ecoul 48 67 0.000000
pair lj/cut/coul/debye evdwl 48 148 0.000000
pair lj/cut/coul/debye ecoul 48 148 -0.000000
pair lj/cut/coul/debye evdwl 48 149 0.000000
pair lj/cut/coul/debye ecoul 48 149 0.000000
pair lj/cut/coul/debye evdwl 48 150 0.000000
pair lj/cut/coul/debye ecoul 48 150 0.000000
pair lj/cut/coul/debye evdwl 48 151 0.000000
pair lj/cut/coul/debye ecoul 48 151 -0.000000
pair lj/cut/coul/debye evdwl 48 152 0.000000
pair lj/cut/coul/debye ecoul 48 152 0.000000
pair lj/cut/coul/debye evdwl 48 153 0.000000
pair lj/cut/coul/debye ecoul 48 153 0.000000
pair lj/cut/coul/debye evdwl 48 154 0.000000
pair lj/cut/coul/debye ecoul 48 154 -0.000000
pair lj/cut/coul/debye evdwl 48 155 0.000000
pair lj/cut/coul/debye ecoul 48 155 0.000000
pair lj/cut/coul/debye evdwl 48 156 0.000000
pair lj/cut/coul/debye ecoul 48 156 0.000000
pair lj/cut/coul/debye evdwl 49 107 0.000000
pair lj/cut/coul/debye ecoul 49 107 -0.000000
pair lj/cut/coul/debye evdwl 49 108 0.000000
pair lj/cut/coul/debye ecoul 49 108 0.000000
pair lj/cut/coul/debye evdwl 49 116 0.000000
pair lj/cut/coul/debye ecoul 49 116 0.000000
pair lj/cut/coul/debye evdwl 49 118 0.000000
pair lj/cut/coul/debye ecoul 49 118 -0.000000
pair lj/cut/coul/debye evdwl 49 119 0.000000
pair lj/cut/coul/debye ecoul 49 119 0.000000
pair lj/cut/coul/debye evdwl 49 120 0.000000
pair lj/cut/coul/debye ecoul 49 120 0.000000
pair lj/cut/coul/debye evdwl 49 121 -0.001456
pair lj/cut/coul/debye ecoul 49 121 -0.000000
pair lj/cut/coul/debye evdwl 49 122 -0.002517
pair lj/cut/coul/debye ecoul 49 122 0.000000
pair lj/cut/coul/debye evdwl 49 123 -0.000240
pair lj/cut/coul/debye ecoul 49 123 0.000000
pair lj/cut/coul/debye evdwl 49 124 -0.001235
pair lj/cut/coul/debye ecoul 49 124 -0.000000
pair lj/cut/coul/debye evdwl 49 65 0.000000
pair lj/cut/coul/debye ecoul 49 65 -0.000000
pair lj/cut/coul/debye evdwl 49 66 0.000000
pair lj/cut/coul/debye ecoul 49 66 0.000000
pair lj/cut/coul/debye evdwl 49 68 0.000000
pair lj/cut/coul/debye ecoul 49 68 -0.000000
pair lj/cut/coul/debye evdwl 49 69 0.000000
pair lj/cut/coul/debye ecoul 49 69 0.000000
pair lj/cut/coul/debye evdwl 49 70 0.000000
pair lj/cut/coul/debye ecoul 49 70 0.000000
pair lj/cut/coul/debye evdwl 49 71 0.000000
pair lj/cut/coul/debye ecoul 49 71 -0.000000
pair lj/cut/coul/debye evdwl 49 72 0.000000
pair lj/cut/coul/debye ecoul 49 72 0.000000
pair lj/cut/coul/debye evdwl 49 73 0.000000
pair lj/cut/coul/debye ecoul 49 73 0.000000
pair lj/cut/coul/debye evdwl 49 74 0.000000
pair lj/cut/coul/debye ecoul 49 74 -0.000000
pair lj/cut/coul/debye evdwl 49 75 0.000000
pair lj/cut/coul/debye ecoul 49 75 0.000000
pair lj/cut/coul/debye evdwl 49 76 0.000000
pair lj/cut/coul/debye ecoul 49 76 0.000000
pair lj/cut/coul/debye evdwl 49 77 0.000000
pair lj/cut/coul/debye ecoul 49 77 -0.000000
pair lj/cut/coul/debye evdwl 49 78 -0.000243
pair lj/cut/coul/debye ecoul 49 78 0.000000
pair lj/cut/coul/debye evdwl 49 79 0.000000
pair lj/cut/coul/debye ecoul 49 79 0.000000
pair lj/cut/coul/debye evdwl 49 82 -0.000252
pair lj/cut/coul/debye ecoul 49 82 0.000000
pair lj/cut/coul/debye evdwl 49 85 -0.000569
pair lj/cut/coul/debye ecoul 49 85 0.000000
pair lj/cut/coul/debye evdwl 49 87 0.000000
pair lj/cut/coul/debye ecoul 49 87 0.000000
pair lj/cut/coul/debye evdwl 49 88 -0.000081
pair lj/cut/coul/debye ecoul 49 88 0.000000
pair lj/cut/coul/debye evdwl 49 89 0.000000
pair lj/cut/coul/debye ecoul 49 89 -0.000000
pair lj/cut/coul/debye evdwl 49 90 0.000000
pair lj/cut/coul/debye ecoul 49 90 0.000000
pair lj/cut/coul/debye evdwl 49 91 0.000000
pair lj/cut/coul/debye ecoul 49 91 0.000000
pair lj/cut/coul/debye evdwl 49 92 0.000000
pair lj/cut/coul/debye ecoul 49 92 -0.000000
pair lj/cut/coul/debye evdwl 49 93 0.000000
pair lj/cut/coul/debye ecoul 49 93 0.000000
pair lj/cut/coul/debye evdwl 49 95 0.000000
pair lj/cut/coul/debye ecoul 49 95 -0.000000
pair lj/cut/coul/debye evdwl 49 134 0.000000
pair lj/cut/coul/debye ecoul 49 134 0.000000
pair lj/cut/coul/debye evdwl 49 135 0.000000
pair lj/cut/coul/debye ecoul 49 135 0.000000
pair lj/cut/coul/debye evdwl 49 136 0.000000
pair lj/cut/coul/debye ecoul 49 136 -0.000000
pair lj/cut/coul/debye evdwl 49 137 0.000000
pair lj/cut/coul/debye ecoul 49 137 0.000000
pair lj/cut/coul/debye evdwl 49 138 0.000000
pair lj/cut/coul/debye ecoul 49 138 0.000000
pair lj/cut/coul/debye evdwl 49 139 0.000000
pair lj/cut/coul/debye ecoul 49 139 -0.000000
pair lj/cut/coul/debye evdwl 49 140 0.000000
pair lj/cut/coul/debye ecoul 49 140 0.000000
pair lj/cut/coul/debye evdwl 49 141 0.000000
pair lj/cut/coul/debye ecoul 49 141 0.000000
pair lj/cut/coul/debye evdwl 49 142 0.000000
pair lj/cut/coul/debye ecoul 49 142 -0.000000
pair lj/cut/coul/debye evdwl 49 143 0.000000
pair lj/cut/coul/debye ecoul 49 143 0.000000
pair lj/cut/coul/debye evdwl 49 144 0.000000
pair lj/cut/coul/debye ecoul 49 144 0.000000
pair lj/cut/coul/debye evdwl 49 145 0.000000
pair lj/cut/coul/debye ecoul 49 145 -0.000000
pair lj/cut/coul/debye evdwl 49 146 0.000000
pair lj/cut/coul/debye ecoul 49 146 0.000000
pair lj/cut/coul/debye evdwl 49 147 0.000000
pair lj/cut/coul/debye ecoul 49 147 0.000000
pair lj/cut/coul/debye evdwl 49 53 -0.059861
pair lj/cut/coul/debye ecoul 49 53 0.000000
pair lj/cut/coul/debye evdwl 49 54 -0.015913
pair lj/cut/coul/debye ecoul 49 54 0.000000
pair lj/cut/coul/debye evdwl 49 55 -0.007178
pair lj/cut/coul/debye ecoul 49 55 0.000000
pair lj/cut/coul/debye evdwl 49 56 -0.006383
pair lj/cut/coul/debye ecoul 49 56 0.000000
pair lj/cut/coul/debye evdwl 49 57 -0.001520
pair lj/cut/coul/debye ecoul 49 57 0.000000
pair lj/cut/coul/debye evdwl 49 58 0.000000
pair lj/cut/coul/debye ecoul 49 58 0.000000
pair lj/cut/coul/debye evdwl 49 59 0.000000
pair lj/cut/coul/debye ecoul 49 59 0.000000
pair lj/cut/coul/debye evdwl 49 60 0.000000
pair lj/cut/coul/debye ecoul 49 60 0.000000
pair lj/cut/coul/debye evdwl 49 61 0.000000
pair lj/cut/coul/debye ecoul 49 61 0.000000
pair lj/cut/coul/debye evdwl 49 62 0.000000
pair lj/cut/coul/debye ecoul 49 62 -0.000000
pair lj/cut/coul/debye evdwl 49 94 0.000000
pair lj/cut/coul/debye ecoul 49 94 0.000000
pair lj/cut/coul/debye evdwl 49 96 0.000000
pair lj/cut/coul/debye ecoul 49 96 0.000000
pair lj/cut/coul/debye evdwl 49 97 0.000000
pair lj/cut/coul/debye ecoul 49 97 0.000000
pair lj/cut/coul/debye evdwl 49 99 0.000000
pair lj/cut/coul/debye ecoul 49 99 0.000000
pair lj/cut/coul/debye evdwl 49 102 0.000000
pair lj/cut/coul/debye ecoul 49 102 0.000000
pair lj/cut/coul/debye evdwl 49 125 -0.000680
pair lj/cut/coul/debye ecoul 49 125 0.000000
pair lj/cut/coul/debye evdwl 49 126 -0.000551
pair lj/cut/coul/debye ecoul 49 126 0.000000
pair lj/cut/coul/debye evdwl 49 127 -0.000130
pair lj/cut/coul/debye ecoul 49 127 -0.000000
pair lj/cut/coul/debye evdwl 49 128 0.000000
pair lj/cut/coul/debye ecoul 49 128 0.000000
pair lj/cut/coul/debye evdwl 49 129 -0.000328
pair lj/cut/coul/debye ecoul 49 129 0.000000
pair lj/cut/coul/debye evdwl 49 130 0.000000
pair lj/cut/coul/debye ecoul 49 130 -0.000000
pair lj/cut/coul/debye evdwl 49 131 0.000000
pair lj/cut/coul/debye ecoul 49 131 0.000000
pair lj/cut/coul/debye evdwl 49 132 0.000000
pair lj/cut/coul/debye ecoul 49 132 0.000000
pair lj/cut/coul/debye evdwl 49 133 0.000000
pair lj/cut/coul/debye ecoul 49 133 -0.000000
pair lj/cut/coul/debye evdwl 49 7 0.000000
pair lj/cut/coul/debye ecoul 49 7 0.000000
pair lj/cut/coul/debye evdwl 49 8 0.000000
pair lj/cut/coul/debye ecoul 49 8 0.000000
pair lj/cut/coul/debye evdwl 49 9 0.000000
pair lj/cut/coul/debye ecoul 49 9 0.000000
pair lj/cut/coul/debye evdwl 49 10 0.000000
pair lj/cut/coul/debye ecoul 49 10 0.000000
pair lj/cut/coul/debye evdwl 49 11 0.000000
pair lj/cut/coul/debye ecoul 49 11 0.000000
pair lj/cut/coul/debye evdwl 49 12 0.000000
pair lj/cut/coul/debye ecoul 49 12 0.000000
pair lj/cut/coul/debye evdwl 49 38 0.000000
pair lj/cut/coul/debye ecoul 49 38 0.000000
pair lj/cut/coul/debye evdwl 49 13 -0.005788
pair lj/cut/coul/debye ecoul 49 13 0.000000
pair lj/cut/coul/debye evdwl 49 14 -0.001040
pair lj/cut/coul/debye ecoul 49 14 0.000000
pair lj/cut/coul/debye evdwl 49 15 -0.002374
pair lj/cut/coul/debye ecoul 49 15 -0.000000
pair lj/cut/coul/debye evdwl 49 17 -0.023474
pair lj/cut/coul/debye ecoul 49 17 -0.000000
pair lj/cut/coul/debye evdwl 49 18 -0.012808
pair lj/cut/coul/debye ecoul 49 18 0.000000
pair lj/cut/coul/debye evdwl 49 21 -0.006412
pair lj/cut/coul/debye ecoul 49 21 0.000000
pair lj/cut/coul/debye evdwl 49 63 0.000000
pair lj/cut/coul/debye ecoul 49 63 0.000000
pair lj/cut/coul/debye evdwl 49 64 0.000000
pair lj/cut/coul/debye ecoul 49 64 0.000000
pair lj/cut/coul/debye evdwl 49 67 0.000000
pair lj/cut/coul/debye ecoul 49 67 0.000000
pair lj/cut/coul/debye evdwl 49 148 0.000000
pair lj/cut/coul/debye ecoul 49 148 -0.000000
pair lj/cut/coul/debye evdwl 49 149 0.000000
pair lj/cut/coul/debye ecoul 49 149 0.000000
pair lj/cut/coul/debye evdwl 49 150 0.000000
pair lj/cut/coul/debye ecoul 49 150 0.000000
pair lj/cut/coul/debye evdwl 49 151 0.000000
pair lj/cut/coul/debye ecoul 49 151 -0.000000
pair lj/cut/coul/debye evdwl 49 152 0.000000
pair lj/cut/coul/debye ecoul 49 152 0.000000
pair lj/cut/coul/debye evdwl 49 153 0.000000
pair lj/cut/coul/debye ecoul 49 153 0.000000
pair lj/cut/coul/debye evdwl 49 154 0.000000
pair lj/cut/coul/debye ecoul 49 154 -0.000000
pair lj/cut/coul/debye evdwl 49 155 0.000000
pair lj/cut/coul/debye ecoul 49 155 0.000000
pair lj/cut/coul/debye evdwl 49 156 0.000000
pair lj/cut/coul/debye ecoul 49 156 0.000000
pair lj/cut/coul/debye evdwl 50 107 0.000000
pair lj/cut/coul/debye ecoul 50 107 -0.000000
pair lj/cut/coul/debye evdwl 50 108 0.000000
pair lj/cut/coul/debye ecoul 50 108 0.000000
pair lj/cut/coul/debye evdwl 50 116 0.000000
pair lj/cut/coul/debye ecoul 50 116 0.000000
pair lj/cut/coul/debye evdwl 50 118 -0.000009
pair lj/cut/coul/debye ecoul 50 118 -0.000000
pair lj/cut/coul/debye evdwl 50 119 -0.001316
pair lj/cut/coul/debye ecoul 50 119 0.000000
pair lj/cut/coul/debye evdwl 50 120 0.000000
pair lj/cut/coul/debye ecoul 50 120 0.000000
pair lj/cut/coul/debye evdwl 50 121 -0.011270
pair lj/cut/coul/debye ecoul 50 121 -0.000000
pair lj/cut/coul/debye evdwl 50 122 -0.025032
pair lj/cut/coul/debye ecoul 50 122 0.000000
pair lj/cut/coul/debye evdwl 50 123 -0.006460
pair lj/cut/coul/debye ecoul 50 123 0.000000
pair lj/cut/coul/debye evdwl 50 124 -0.009715
pair lj/cut/coul/debye ecoul 50 124 -0.000000
pair lj/cut/coul/debye evdwl 50 65 0.000000
pair lj/cut/coul/debye ecoul 50 65 -0.000000
pair lj/cut/coul/debye evdwl 50 66 0.000000
pair lj/cut/coul/debye ecoul 50 66 0.000000
pair lj/cut/coul/debye evdwl 50 68 0.000000
pair lj/cut/coul/debye ecoul 50 68 -0.000000
pair lj/cut/coul/debye evdwl 50 69 0.000000
pair lj/cut/coul/debye ecoul 50 69 0.000000
pair lj/cut/coul/debye evdwl 50 70 0.000000
pair lj/cut/coul/debye ecoul 50 70 0.000000
pair lj/cut/coul/debye evdwl 50 71 0.000000
pair lj/cut/coul/debye ecoul 50 71 -0.000000
pair lj/cut/coul/debye evdwl 50 72 0.000000
pair lj/cut/coul/debye ecoul 50 72 0.000000
pair lj/cut/coul/debye evdwl 50 73 0.000000
pair lj/cut/coul/debye ecoul 50 73 0.000000
pair lj/cut/coul/debye evdwl 50 74 0.000000
pair lj/cut/coul/debye ecoul 50 74 -0.000000
pair lj/cut/coul/debye evdwl 50 75 0.000000
pair lj/cut/coul/debye ecoul 50 75 0.000000
pair lj/cut/coul/debye evdwl 50 76 0.000000
pair lj/cut/coul/debye ecoul 50 76 0.000000
pair lj/cut/coul/debye evdwl 50 77 0.000000
pair lj/cut/coul/debye ecoul 50 77 -0.000000
pair lj/cut/coul/debye evdwl 50 78 -0.000429
pair lj/cut/coul/debye ecoul 50 78 0.000000
pair lj/cut/coul/debye evdwl 50 79 0.000000
pair lj/cut/coul/debye ecoul 50 79 0.000000
pair lj/cut/coul/debye evdwl 50 82 -0.002319
pair lj/cut/coul/debye ecoul 50 82 0.000000
pair lj/cut/coul/debye evdwl 50 85 -0.006192
pair lj/cut/coul/debye ecoul 50 85 0.000000
pair lj/cut/coul/debye evdwl 50 87 -0.000451
pair lj/cut/coul/debye ecoul 50 87 0.000000
pair lj/cut/coul/debye evdwl 50 88 -0.003879
pair lj/cut/coul/debye ecoul 50 88 0.000000
pair lj/cut/coul/debye evdwl 50 89 0.000000
pair lj/cut/coul/debye ecoul 50 89 -0.000000
pair lj/cut/coul/debye evdwl 50 90 0.000000
pair lj/cut/coul/debye ecoul 50 90 0.000000
pair lj/cut/coul/debye evdwl 50 91 -0.002539
pair lj/cut/coul/debye ecoul 50 91 0.000000
pair lj/cut/coul/debye evdwl 50 92 0.000000
pair lj/cut/coul/debye ecoul 50 92 -0.000000
pair lj/cut/coul/debye evdwl 50 93 0.000000
pair lj/cut/coul/debye ecoul 50 93 0.000000
pair lj/cut/coul/debye evdwl 50 95 0.000000
pair lj/cut/coul/debye ecoul 50 95 -0.000000
pair lj/cut/coul/debye evdwl 50 134 0.000000
pair lj/cut/coul/debye ecoul 50 134 0.000000
pair lj/cut/coul/debye evdwl 50 135 -0.000547
pair lj/cut/coul/debye ecoul 50 135 0.000000
pair lj/cut/coul/debye evdwl 50 136 0.000000
pair lj/cut/coul/debye ecoul 50 136 -0.000000
pair lj/cut/coul/debye evdwl 50 137 0.000000
pair lj/cut/coul/debye ecoul 50 137 0.000000
pair lj/cut/coul/debye evdwl 50 138 0.000000
pair lj/cut/coul/debye ecoul 50 138 0.000000
pair lj/cut/coul/debye evdwl 50 139 0.000000
pair lj/cut/coul/debye ecoul 50 139 -0.000000
pair lj/cut/coul/debye evdwl 50 140 0.000000
pair lj/cut/coul/debye ecoul 50 140 0.000000
pair lj/cut/coul/debye evdwl 50 141 0.000000
pair lj/cut/coul/debye ecoul 50 141 0.000000
pair lj/cut/coul/debye evdwl 50 142 0.000000
pair lj/cut/coul/debye ecoul 50 142 -0.000000
pair lj/cut/coul/debye evdwl 50 143 0.000000
pair lj/cut/coul/debye ecoul 50 143 0.000000
pair lj/cut/coul/debye evdwl 50 144 0.000000
pair lj/cut/coul/debye ecoul 50 144 0.000000
pair lj/cut/coul/debye evdwl 50 145 0.000000
pair lj/cut/coul/debye ecoul 50 145 -0.000000
pair lj/cut/coul/debye evdwl 50 146 0.000000
pair lj/cut/coul/debye ecoul 50 146 0.000000
pair lj/cut/coul/debye evdwl 50 147 0.000000
pair lj/cut/coul/debye ecoul 50 147 0.000000
pair lj/cut/coul/debye evdwl 50 54 -0.041840
pair lj/cut/coul/debye ecoul 50 54 0.000000
pair lj/cut/coul/debye evdwl 50 55 -0.003221
pair lj/cut/coul/debye ecoul 50 55 0.000000
pair lj/cut/coul/debye evdwl 50 56 -0.001220
pair lj/cut/coul/debye ecoul 50 56 0.000000
pair lj/cut/coul/debye evdwl 50 57 -0.000558
pair lj/cut/coul/debye ecoul 50 57 0.000000
pair lj/cut/coul/debye evdwl 50 58 -0.000012
pair lj/cut/coul/debye ecoul 50 58 0.000000
pair lj/cut/coul/debye evdwl 50 59 0.000000
pair lj/cut/coul/debye ecoul 50 59 0.000000
pair lj/cut/coul/debye evdwl 50 60 0.000000
pair lj/cut/coul/debye ecoul 50 60 0.000000
pair lj/cut/coul/debye evdwl 50 61 0.000000
pair lj/cut/coul/debye ecoul 50 61 0.000000
pair lj/cut/coul/debye evdwl 50 62 0.000000
pair lj/cut/coul/debye ecoul 50 62 -0.000000
pair lj/cut/coul/debye evdwl 50 94 -0.000973
pair lj/cut/coul/debye ecoul 50 94 0.000000
pair lj/cut/coul/debye evdwl 50 96 0.000000
pair lj/cut/coul/debye ecoul 50 96 0.000000
pair lj/cut/coul/debye evdwl 50 97 -0.000209
pair lj/cut/coul/debye ecoul 50 97 0.000000
pair lj/cut/coul/debye evdwl 50 99 0.000000
pair lj/cut/coul/debye ecoul 50 99 0.000000
pair lj/cut/coul/debye evdwl 50 102 0.000000
pair lj/cut/coul/debye ecoul 50 102 0.000000
pair lj/cut/coul/debye evdwl 50 125 -0.009375
pair lj/cut/coul/debye ecoul 50 125 0.000000
pair lj/cut/coul/debye evdwl 50 126 -0.012584
pair lj/cut/coul/debye ecoul 50 126 0.000000
pair lj/cut/coul/debye evdwl 50 127 -0.002045
pair lj/cut/coul/debye ecoul 50 127 -0.000000
pair lj/cut/coul/debye evdwl 50 128 -0.001854
pair lj/cut/coul/debye ecoul 50 128 0.000000
pair lj/cut/coul/debye evdwl 50 129 -0.008709
pair lj/cut/coul/debye ecoul 50 129 0.000000
pair lj/cut/coul/debye evdwl 50 130 0.000000
pair lj/cut/coul/debye ecoul 50 130 -0.000000
pair lj/cut/coul/debye evdwl 50 131 0.000000
pair lj/cut/coul/debye ecoul 50 131 0.000000
pair lj/cut/coul/debye evdwl 50 132 -0.001470
pair lj/cut/coul/debye ecoul 50 132 0.000000
pair lj/cut/coul/debye evdwl 50 133 0.000000
pair lj/cut/coul/debye ecoul 50 133 -0.000000
pair lj/cut/coul/debye evdwl 50 7 0.000000
pair lj/cut/coul/debye ecoul 50 7 0.000000
pair lj/cut/coul/debye evdwl 50 8 0.000000
pair lj/cut/coul/debye ecoul 50 8 0.000000
pair lj/cut/coul/debye evdwl 50 9 0.000000
pair lj/cut/coul/debye ecoul 50 9 0.000000
pair lj/cut/coul/debye evdwl 50 10 0.000000
pair lj/cut/coul/debye ecoul 50 10 0.000000
pair lj/cut/coul/debye evdwl 50 11 0.000000
pair lj/cut/coul/debye ecoul 50 11 0.000000
pair lj/cut/coul/debye evdwl 50 12 0.000000
pair lj/cut/coul/debye ecoul 50 12 0.000000
pair lj/cut/coul/debye evdwl 50 38 0.000000
pair lj/cut/coul/debye ecoul 50 38 0.000000
pair lj/cut/coul/debye evdwl 50 13 0.000000
pair lj/cut/coul/debye ecoul 50 13 0.000000
pair lj/cut/coul/debye evdwl 50 14 0.000000
pair lj/cut/coul/debye ecoul 50 14 0.000000
pair lj/cut/coul/debye evdwl 50 15 0.000000
pair lj/cut/coul/debye ecoul 50 15 -0.000000
pair lj/cut/coul/debye evdwl 50 17 0.000000
pair lj/cut/coul/debye ecoul 50 17 -0.000000
pair lj/cut/coul/debye evdwl 50 18 0.000000
pair lj/cut/coul/debye ecoul 50 18 0.000000
pair lj/cut/coul/debye evdwl 50 21 0.000000
pair lj/cut/coul/debye ecoul 50 21 0.000000
pair lj/cut/coul/debye evdwl 50 63 0.000000
pair lj/cut/coul/debye ecoul 50 63 0.000000
pair lj/cut/coul/debye evdwl 50 64 0.000000
pair lj/cut/coul/debye ecoul 50 64 0.000000
pair lj/cut/coul/debye evdwl 50 67 0.000000
pair lj/cut/coul/debye ecoul 50 67 0.000000
pair lj/cut/coul/debye evdwl 50 148 0.000000
pair lj/cut/coul/debye ecoul 50 148 -0.000000
pair lj/cut/coul/debye evdwl 50 149 0.000000
pair lj/cut/coul/debye ecoul 50 149 0.000000
pair lj/cut/coul/debye evdwl 50 150 0.000000
pair lj/cut/coul/debye ecoul 50 150 0.000000
pair lj/cut/coul/debye evdwl 50 151 0.000000
pair lj/cut/coul/debye ecoul 50 151 -0.000000
pair lj/cut/coul/debye evdwl 50 152 0.000000
pair lj/cut/coul/debye ecoul 50 152 0.000000
pair lj/cut/coul/debye evdwl 50 153 0.000000
pair lj/cut/coul/debye ecoul 50 153 0.000000
pair lj/cut/coul/debye evdwl 50 154 0.000000
pair lj/cut/coul/debye ecoul 50 154 -0.000000
pair lj/cut/coul/debye evdwl 50 155 0.000000
pair lj/cut/coul/debye ecoul 50 155 0.000000
pair lj/cut/coul/debye evdwl 50 156 0.000000
pair lj/cut/coul/debye ecoul 50 156 0.000000
pair lj/cut/coul/debye evdwl 51 55 -0.045310
pair lj/cut/coul/debye ecoul 51 55 0.000000
pair lj/cut/coul/debye evdwl 51 56 -0.016279
pair lj/cut/coul/debye ecoul 51 56 0.000000
pair lj/cut/coul/debye evdwl 51 57 -0.005934
pair lj/cut/coul/debye ecoul 51 57 0.000000
pair lj/cut/coul/debye evdwl 51 58 -0.005664
pair lj/cut/coul/debye ecoul 51 58 0.000000
pair lj/cut/coul/debye evdwl 51 59 -0.000517
pair lj/cut/coul/debye ecoul 51 59 0.000000
pair lj/cut/coul/debye evdwl 51 60 0.000000
pair lj/cut/coul/debye ecoul 51 60 0.000000
pair lj/cut/coul/debye evdwl 51 61 0.000000
pair lj/cut/coul/debye ecoul 51 61 0.000000
pair lj/cut/coul/debye evdwl 51 62 0.000000
pair lj/cut/coul/debye ecoul 51 62 -0.000000
pair lj/cut/coul/debye evdwl 51 94 -0.000224
pair lj/cut/coul/debye ecoul 51 94 0.000000
pair lj/cut/coul/debye evdwl 51 96 0.000000
pair lj/cut/coul/debye ecoul 51 96 0.000000
pair lj/cut/coul/debye evdwl 51 97 0.000000
pair lj/cut/coul/debye ecoul 51 97 0.000000
pair lj/cut/coul/debye evdwl 51 99 0.000000
pair lj/cut/coul/debye ecoul 51 99 0.000000
pair lj/cut/coul/debye evdwl 51 102 0.000000
pair lj/cut/coul/debye ecoul 51 102 0.000000
pair lj/cut/coul/debye evdwl 51 125 -0.005920
pair lj/cut/coul/debye ecoul 51 125 0.000000
pair lj/cut/coul/debye evdwl 51 126 -0.004070
pair lj/cut/coul/debye ecoul 51 126 0.000000
pair lj/cut/coul/debye evdwl 51 127 -0.004974
pair lj/cut/coul/debye ecoul 51 127 -0.000000
pair lj/cut/coul/debye evdwl 51 128 -0.003350
pair lj/cut/coul/debye ecoul 51 128 0.000000
pair lj/cut/coul/debye evdwl 51 129 -0.009659
pair lj/cut/coul/debye ecoul 51 129 0.000000
pair lj/cut/coul/debye evdwl 51 130 -0.000422
pair lj/cut/coul/debye ecoul 51 130 -0.000000
pair lj/cut/coul/debye evdwl 51 131 0.000000
pair lj/cut/coul/debye ecoul 51 131 0.000000
pair lj/cut/coul/debye evdwl 51 132 -0.003880
pair lj/cut/coul/debye ecoul 51 132 0.000000
pair lj/cut/coul/debye evdwl 51 133 0.000000
pair lj/cut/coul/debye ecoul 51 133 -0.000000
pair lj/cut/coul/debye evdwl 51 7 0.000000
pair lj/cut/coul/debye ecoul 51 7 0.000000
pair lj/cut/coul/debye evdwl 51 8 0.000000
pair lj/cut/coul/debye ecoul 51 8 0.000000
pair lj/cut/coul/debye evdwl 51 9 0.000000
pair lj/cut/coul/debye ecoul 51 9 0.000000
pair lj/cut/coul/debye evdwl 51 10 0.000000
pair lj/cut/coul/debye ecoul 51 10 0.000000
pair lj/cut/coul/debye evdwl 51 11 0.000000
pair lj/cut/coul/debye ecoul 51 11 0.000000
pair lj/cut/coul/debye evdwl 51 12 0.000000
pair lj/cut/coul/debye ecoul 51 12 0.000000
pair lj/cut/coul/debye evdwl 51 38 0.000000
pair lj/cut/coul/debye ecoul 51 38 0.000000
pair lj/cut/coul/debye evdwl 51 13 0.000000
pair lj/cut/coul/debye ecoul 51 13 0.000000
pair lj/cut/coul/debye evdwl 51 14 0.000000
pair lj/cut/coul/debye ecoul 51 14 0.000000
pair lj/cut/coul/debye evdwl 51 15 0.000000
pair lj/cut/coul/debye ecoul 51 15 -0.000000
pair lj/cut/coul/debye evdwl 51 17 -0.000596
pair lj/cut/coul/debye ecoul 51 17 -0.000000
pair lj/cut/coul/debye evdwl 51 18 0.000000
pair lj/cut/coul/debye ecoul 51 18 0.000000
pair lj/cut/coul/debye evdwl 51 21 0.000000
pair lj/cut/coul/debye ecoul 51 21 0.000000
pair lj/cut/coul/debye evdwl 51 63 0.000000
pair lj/cut/coul/debye ecoul 51 63 0.000000
pair lj/cut/coul/debye evdwl 51 64 0.000000
pair lj/cut/coul/debye ecoul 51 64 0.000000
pair lj/cut/coul/debye evdwl 51 67 0.000000
pair lj/cut/coul/debye ecoul 51 67 0.000000
pair lj/cut/coul/debye evdwl 51 148 0.000000
pair lj/cut/coul/debye ecoul 51 148 -0.000000
pair lj/cut/coul/debye evdwl 51 149 0.000000
pair lj/cut/coul/debye ecoul 51 149 0.000000
pair lj/cut/coul/debye evdwl 51 150 0.000000
pair lj/cut/coul/debye ecoul 51 150 0.000000
pair lj/cut/coul/debye evdwl 51 151 0.000000
pair lj/cut/coul/debye ecoul 51 151 -0.000000
pair lj/cut/coul/debye evdwl 51 152 0.000000
pair lj/cut/coul/debye ecoul 51 152 0.000000
pair lj/cut/coul/debye evdwl 51 153 0.000000
pair lj/cut/coul/debye ecoul 51 153 0.000000
pair lj/cut/coul/debye evdwl 51 154 0.000000
pair lj/cut/coul/debye ecoul 51 154 -0.000000
pair lj/cut/coul/debye evdwl 51 155 0.000000
pair lj/cut/coul/debye ecoul 51 155 0.000000
